!GEAR.DAT - Gear data file - JW 960204 (Update from PM 960201)
!-------------------------------------------------------------
!A Few Notes:
!This file is an update of Paolo's Gear.Dat file, to include nearly all gear and
!other stuff I could find in various sourcebooks, both FASA-published and from
!the net. A small number of things are still omitted mainly because I just couldn't
!get myself to do absolutely _everything_ :) I added another category to the
!firearms, to show which accessories are included off-the-shelf with each weapon.
!Also, the cyberdecks and related equipment have *not* been updated to VR 2.0
!standards (yet).
!                                                                       -Gurth
! Types:
!-------
0-1|Edged weapon|7|Concealability|Reach|Damage|Weight|Availability|$Cost|Street Index|
0-2|Bow and crossbow|7|Concealability|Str.Min.|Damage|Weight|Availability|$Cost|Street Index|
0-3|Firearms|9|Concealability|Ammunition|Mode|Damage|Weight|Availability|$Cost|Street Index|Accessories|
0-4|Rockets and Missiles|6|Intelligence|Damage|Weight|Availability|$Cost|Street Index|
0-5|Ammunition|6|Concealability|Damage|Weight|Availability|$Cost|Street Index|
0-6|Firearms Accessories|7|Mount|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-7|Explosives|6|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-8|Clothing and Armor|7|Concealability|Ballistic|Impact|Weight|Availability|$Cost|Street Index|
0-9|S+S Vision Enhancers|6|Concealability|Magnification|Weight|Availability|$Cost|Street Index|
0-10|Surveillance and Security|5|Concealability|Weight|Availability|$Cost|Street Index|
0-11|Cyberdecks|9|Persona|Hardening|Memory|Storage|Load|I/O|Availability|$Cost|Street Index|
0-12|Cyberdeck Other|3|Availability|$Cost|Street Index|
0-13|Biotech|5|Rating|Availability|Weight|$Cost|Street Index|
0-14|Lifestyle|5|Concealability|Weight|Availability|$Cost|Street Index|
0-15|Magical Equipment|3|Availability|$Cost|Street Index|
0-16|Extras|1|$Cost|
0-17|Cars|9|Handling|Speed|Body|Armor|Sig|Apilot|Availability|$Cost|Street Index|
0-18|Vehiclegear|3|Availability|$Cost|Street Index|
0-19|VehicleFire|8|Type|Ammunition|Mode|Damage|Weight|Availability|$Cost|Street Index|
0-20|Chips|6|Type|Rating|Memory|Availability|$Cost|Street Index|
0-21|Stuff With Ratings|6|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-22|Drugs|6|Addiction|Tolerance|Strength|Availability|$Cost|Street Index|
0-23|Vehicle modifications|3|$Cost|Equipment|CF|
!--------------------------------------------------------------------------------
!   1234567890123456789012345678901234567890123
1-Weapons
2-Melee weapons
3-Edged weapons
4-* Ares Monosword                 1|3|1|(STR+3)M|2|4/24hrs|1000|1|
4-* Berretta Model 70              3|3|35(c)|BF/FA|6M|3.75|5/3days|900|1|Laser Sight, Sound Suppressor|
4-* Buzzsaw                        3|4|1000(c)|FA|7L|5.5|12/14days|215|1|None|
4-* Ceres Tri-Barrel               3|2|36(c)/belt|BF/FA|6L|4.5|9/60hrs|1000|3|Smartlink|
4-* Colt Cobra TZ-110              3|5|32(c)|SA/BF/FA|6M|3|6/36hrs|700|2|Gas Vent (2)|
4-* Colt Cobra TZ-115              3|5|32(c)|SA/BF/FA|6M|3|6/36hrs|850|2|Gas Vent (2), Laser Sight|
4-* Colt Cobra TZ-118              3|5|32(c)|SA/BF/FA|6M|3|6/36hrs|1000|2|Gas Vent (2), Smartlink|
4-* Defiance AT-900                3|4|30(c)|SA/BF/FA|6M|3.75|5/36hrs|900|1|Gas Vent (2), Laser Sight|
4-* Defiance AT-900 Smart          3|4|30(c)|SA/BF/FA|6M|3.75|5/36hrs|1800|1|Gas Vent (2), Smartlink|
4-* Federated Arms Tech Assault II 3|5|50(c)|SA/FA|6L|2.5|4/36hrs|600|1|None|
4-* FN P55                         3|5|50(c)|SA/BF/FA|8M|3.5|8/4days|650|2.5|Gas Vent (2), Magnification (2)|
4-* FN P55 Smart                   3|5|50(c)|SA/BF/FA|8M|3.75|9/4days|900|2.75|Gas Vent (2), Smartlink|
4-* H&K MP7z Urban Combat          3|6/18|36(c)|SA/BF/FA|7M|1.75|6/6days|2200|2|Gas Vent (3), Silencer|
4-* H&K MP7z Urban Combat Smart    3|6/18|36(c)|SA/BF/FA|7M|2|8/8days|4000|2|Gas Vent (3), Silencer, Smartlink|
4-* H&K MP-9                       3|4|25(c)|SA/BF|7M|3.75|5/36hrs|900|1|Gas Vent (3), Smartlink|
4-* H&K MP-2013                    3|3|35(c)|SA/BF/FA|6M|2.75|5/48hrs|900|1.1|Sound Suppressor|
4-* H&K MPK9                       3|5|35(c)|SA/BF|7M|3|5/36hrs|1040|.8|None|
4-* H&K MPK-11                     3|4|30(c)|SA/FA|7M|3.5|5/48hrs|1,400|1.2|None|
4-* Heckler & Koch HK227           3|4|28(c)|SA/BF/FA|7M|4|4/24hrs|1500|.75|Gas Vent (2), Laser Sight|
4-* Heckler & Koch HK227-S         3|5|28(c)|SA/BF|7M|3|10/7days|1200|2|Laser Sight, Silencer|
4-* Heckler & Koch MP-5TX          3|5|20(c)|SA/BF/FA|6M|3.25|5/36hrs|850|1|Gas Vent (2), Laser Sight|
4-* Ingram MAC-14                  3|6|20(c)|SA/FA|7M|3|4/36hrs|650|1|None|
4-* Ingram MAC-20                  3|5|20(c)/16(32)(c)|SA/FA|9M/7M|3.75/3.5|6/48hrs|700|1.5|Sound Suppressor|
4-* Ingram Smartgun Model 20t      3|5|32(c)|BF/FA|7M|3|4/24hrs|950|1|Gas Vent (2), Smartlink|
4-* Ingram Super Mach 100          3|5|40(c)|SA/BF/FA|6L|3|9/48hrs|850|3|Gas Vent (3)|
4-* Ingram Warrior                 3|4|30(c)|SA/BF|7M|3|3/24hrs|650|.9|None|
4-* Malorian Arms SubFlechette Gun 3|3(2)|10(30)(c)|BF/FA|6M|4|4/24hrs|795|1|Caseless, Gas Vent (3)|
4-* Militech-10                    3|2|30(c)|BF/FA|6M|7|5/72hrs|3455|3|Magnification 91), Grenade Launcher (4-shot), Sound Suppressor|
4-* Militech Mini-Gat Carbine      3|1|120(c)|BF/FA|6L|5.75|20/14days|2695|5|Caseless|
4-* Sandler Model II               3|3|30(c)|BF/FA|6M|3.75|4/24hrs|700|1|Gas Vent (2), Laser Sight|
4-* Sandler TMP                    3|4|20(c)|BF/FA|6M|3.25|5/36hrs|500|1|Laser Sight, Recoil Compensation (1)|
4-* SCK Model 100                  3|4|30(c)|SA/BF|7M|4.5|5/36hrs|1000|1|Smatlink|
4-* Setsuko-Arasaka "PMS" Advanced 3|4|40(c)|SA/BF|6M|3.5|4/72hrs|950|1|Caseless, Sound Suppressor|
4-* Setsuko-Arasaka "PMS" Advanced 3|4|40(c)|SA/BF|6M|3.5|4/72hrs|1150|1|Caseless, Smartlink, Sound Suppressor|
4-* Sternmeyer SMG 21              3|4|30(c)|SA.BF/FA|7M|3.25|4/36hrs|1000|1.1|None|
4-* Steyr MP i 25                  3|4|35(c)|SA/BF/FA|6M|3.75|5/60hrs|725|2|Gas Vent (1), Laser Sight|
4-* Syrko Eagle                    3|4|50(c)|SA/FA|6M|3|5/3days|900|1|Gas Vent (2), Smartlink|
4-* Uzi III                        3|5|24(c)|BF|6M|2|4/24hrs|600|.75|Laser Sight|
4-* Uzi 3S                         3|5|24(c)|SA/BF|6M|2.5|10/36hrs|900|2|Laser Sight, Sound Suppressor|
4-* Uzi IV                         3|4|30(c)|SA/BF/FA|6M|3|6/60hrs|1000|1|Gas Vent (2), Laser Sight|
4-* Uzi IV Smart                   3|5|30(c)|SA/BF/FA|6M|3.25|8/60hrs|1200|1.25|Gas Vent (2), Smartlink|
4-* Uzi Miniauto 9                 3|5|30(c)|BF/FA|6M|3|4/36hrs|700|1|None|
4-* Walther S900                   3|4|30(c)|SA/BF|6M|3|5/36hrs|900|1|Gas Vent (2), Laser Sight|
3-Rifles
4-Assault rifles
5-* Ares Alpha Combat Gun          3|2|42(c)|SA/BF/FA|8M|5.25|8/48hrs|2000|4|Grenade Launcher (8-shot), Recoil Compensation (2), Smartlink II|
5-* Ares High-Vel. Assault Rifle   3|2|50(c)|SA/BF/FA|6M|5|14/7days|3200|4|Recoil Compensation (3), Smartlink II|
5-* AK-97                          3|3|38(c)|SA/BF/FA|8M|4.5|3/36hrs|700|2|None|
5-* AK-98                          3|2|38(c)|SA/BF/FA|8M|6|8/4days|2500|4|Grenade Launcher (6-shot)|
5-* AKR-20                         3|3|30(c)|SA/BF/FA|8M|4|5/48hrs|1000|2|Gas Vent (1), Laser Sight|
5-* Anti-Vehicular Rifle           3|3|10(c)|SA/BF|8S|5.3|14/16days|6000|3.2|Magnification (2)|
5-* Colt M22A2                     3|3|40(c)|SA/BF/FA|8M|4.75|4/3days|1600|2|Gas Vent (1), Grenade Launcher (6-shot), Magnification (2)|
5-* Colt M-23                      3|3|40(c)|SA/BF/FA|8M|4.5|6/36hrs|950|2|None|
5-* Darra-Polytechnic M-9          3|3|40(c)|SA/FA|8M|3.75|3/36hrs|1300|.9|Caseless, Magnification (1)|
5-* Federated Arms Light Assault15 3|3|30(c)|BF/FA|8M|3.5|4/36hrs|400|1.25|Caseless, Magnification (1)|
5-* Federated Arms Light Assault15 3|3|30(c)|BF/FA|8M|3.5|4/36hrs|700|1.25|Caseless, Magnification (1), Smartlink|
5-* FN AGRL                        3|-|40(c)|SA/BF/FA|8M|5|5/36hrs|2000|2|Gas Vent (2)< Grenade Launcher (6-shot), Laser Sight, Magnification (2)|
5-* FN HAR                         3|2|35(c)|SA/BF/FA|8M|4.5|4/48hrs|1200|2|Gas Vent (2), Laser Sight|
5-* FN RAL                         3|3|30(c)|SA/FA|8M|5|5/60hrs|1200|2|Magnification (1)|
5-* H&K G9A4z/i                    3|3|30(c)|SA/BF/FA|8M|4|3/36hrs|1500|4|None|
5-* H&K G12A3z                     3|2|32(c)|SA/BF/FA|8M|5.25|8/4days|2200|3|Gas Vent (2), Laser Sight, Shock Pads|
5-* H&K HK 70                      3|2(1)|20(45)(c)|SA/BF/FA|8M|3.75|8/7days|950|2|Gas Vent (2)|
5-* H&K HK 70 K                    3|3(2)|20(45)(c)|SA/BF/FA|8M|4|8/7days|950|2.25|Gas Vent (2)|
5-* Honda AR-1                     3|3|28(c)|BF/FA|8M|4.25|9/6 days|1000|2|Magnifcation (1)|
5-* Kalashnikov A-80               3|1|35(c)|SA/FA|8M|4.5|4/36hrs|1100|2.5|None|
5-* Kalishnikov AK-100             3|-|30(c)|SA/BF/FA|8M|5.75|5/36hrs|1000|2|Gas Vent (2)|
5-* Kalishnikov AK-100 Smart       3|-|30(c)|SA/BF/FA|8M|5.75|5/36hrs|2000|2|Gas Vent (2), Smartlink|
5-* Kalishnikov AK-101             3|2|30(m)|SA/BF/FA|8M|5.5|8/4days|1600|2|Gas Vent (2), Laser Sight|
5-* Kalishnikov AK-101 Smart       3|2|30(m)|SA/BF/FA|8M|5.5|8/4days|3200|2|Gas Vent (2), Smartlink|
5-* Maremont LR                    3|3|36(c)|BF/FA|8M|4.25|6/4days|1400|2.5|Laser Sight, Magnification (1)|
5-* Militech Cyborg Rifle          3|2|30(c)|SA|6S|7.5|10/7days|800|2.5|Gas Vent (2)|
5-* Militech M-31a1 AICW           3|1|150(c)|SA/BF/FA|6M|6.5|20/28days|1695|4.5|Grenade Launcher (4-shot)|
5-* Militech Ronin Light Assault   3|1|35(c)|SA/BF/FA|8M|3.5|4/48hrs|900|2|Laser Sight|
5-* Parker Carbine                 3|3|500(c)|FA|6M|5.1|12/7days|2500|1|Caseless, Gas Vent (2), recoil is halved|
5-* Samopal vz 88V                 3|2|35(c)|SA/BF/FA|8M|5.5|5/36hrs|1800|2|Gas Vent (2), Laser Sight, Magnification(2), Shock Pads|
5-* S&W Model F "Cyborg Assault"   3|4|8(c)|SS|8S|4|10/5days|1650|2.5|22mm Muzzle Adaptor|
5-* SIG 880                        3|2|30(c)|SA/BF|8M|4|4/36hrs|850|2|Gas Vent (2), Laser Sight|
5-* SIG 882                        3|3|30(c)|SA/BF|8M|4|5/36hrs|850|2|Gas Vent (2), Laser Sight|
5-* Seco M-995                     3|-|30(c)|SA/BF/FA|8M|5.75|10/4days|3000|3|Gas Vent (3), Grenade Launcher (6-shot), Laser Sight, Rangefinder Grenade Link|
5-* Seco M-995 Smart               3|-|30(c)|SA/BF/FA|8M|5.75|10/4days|6000|3|Gas Vent (3), Grenade Launcher (6-shot), Rangefinder Grenade Link, Smartlink|
4-Shotguns
5-* Arasaka Rapid Assault Shot 12  3|1|20(c)|SA/FA|8S|5.5|8/10days|1800|2.25|None|
5-* Ares Wippet                    3|4|6(m)|SA|6M/9M|2|5/36hrs|1500|1.5|None|
5-* Autoshot Riot Gun              5|2|20(c)|SA/FA|9S|4.5|10/7days|1500|2|None|
5-* Chandler Capture 100           3|3|10(m)|SA|10S|4|4/24hrs|1500|2|Gas Vent (2), Shock Pads|
5-* Chandler Capture 100 Smart     3|3|10(m)|SA|10S|4|4/24hrs|2200|2|Gas Vent (2), Shock Pads, Smartlink|
5-* Syrko Cobra                    3|2(4)|10(c)|SA|10S|4.5|4/60hrs|1200|1|Smartlink|
5-* Defiance T-250                 3|4|5(m)|SA|10S|3|3/24hrs|1400|1|None|
5-* Eichiro Hatamoto II            3|6|1|SS|8S|2.5|12/7days|1200|2|None|
5-* Enfield AS7                    3|4|10(50)(c)|SA/BF|8S|4|8/8days|1000|1|Laser Sight|
5-* Franchi SPAS-22                3|2|10(m)|SA/BF|10S|4|6/48hrs|1000|2|Smartlink II|
5-* Holland & Holland .600 NE      3|-|2(b)|SA|12S|4.5|-|10000|-|None|
5-* Kimatsuhama UBS-5              3|(-2)|4(m)|SS|7S|2.25|5/48hrs|500|1.1|None|
5-* Kimatsuhama UBS-6              3|(-2)|6(m)|SA|7S|2.5|6/48hrs|750|1.1|None|
5-* Kimatsuhama UBS-7              3|(-3)|2x 4(m)|2x SS|7S|3.5|10/7days|1700|1.25|None|
5-* Luigi "King Buck" Multi-Magnum 3|1|4(m)|SA|9S|7|12/4days|800|2.1|CB2|None|
5-* Militech Crusher SSG           3|5|6(c)|SA|6S/8M|3|6/48hrs|1450|1.5|None|
5-* Militech Military/Police 10ga. 3|2|6(m)|SA|10S|4.5|4/60hrs|800|1|None|
5-* Militech Military/Police 12ga. 3|2|8(m)|SA|8S|4.5|4/60hrs|800|1|None|
5-* Mossberg CMDT                  3|2|8(c)|SA/BF|9S|4.25|8/8days|1400|1|Laser Sight|
5-* Mossberg CMDT/SM               3|2|8(c)|SA/BF|9S|4.5|12/8days|1900|2|Smartlink|
5-* Ranger Arms Security 12        3|3|15(c)|SA/BF/FA|10S|4.5|10/8days|2000|2|Gas Vent (2), Laser Sight|
5-* Remington 990                  3|2|8(m)|SA|10S|4|3/48hrs|650|2|None|
5-* Remington 990 Sawn-Off         3|4|8(m)|SA|8S|4|3/48hrs|650|2|None|
5-* Remington 1628                 3|4|8(m)|SS|8S|3|3/24hrs|500|1|None|
5-* Remington Rapid Assault 12     3|3|15(c)|SA/BF|10S|4.5|12/8days|2000|2|Smartlink|
5-* Wirtz SW3i DemoControl         3|3|4(m)|SS|(special)|3|9/16days|600|4|None|
5-* Wristbreaker I                 3|2(3)|2x 10(m)|2x SA/FA|8S|4.25|14/14days|1450|3|None|
5-* Wristbreaker II                3|3(4)|2x 5(m)|2x SA|8S|2.75|8/10days|1450|1.5|None|
5-* Sandler "Mad Max"              3|5|2(b)|SA|6S|2.25|4/48hrs|400|1|None|
5-* Sternmeyer Stakeout 10         3|4|10(m)|SA|9S|3.75|8/7days|900|1.5|None|
4-Sniper rifles
5-* Barret Model 121 HSR           3|-|14(c)|SA|14D|10|14/30days|4800|5|Recoil Compensation (2), Silencer, Smartlink|
5-* H&K PSG-65                     3|-|20(m)|SA|14S|6|12/7days|7000|4|Gas Vent (2), Low-Light, Magnification (3), Smartlink, Thermographic|
5-* RAI Model 1050                 5|-|5(c)|SA|15S|5.25|14/10days|6000|4|High-power Laser Sight, Low-Light, Magnification (3), Shock Pads, Silencer|
5-* Ranger Arms SM-3               3|-|6(m)|SA|14S|4|12/7days|4000|4|Gas Vent (2), Low-Light or Thermographic, Magnification (3), Silencer|
5-* SMF K6                         3|-|30(c)|SA/FA|10S|5|14/21days|2000|3|Gas Vent (2)|
5-* Tsunami Arms Ramjet Rifle      3|-|9(c)|SA/BF|10S/12S/14S/16S|5|16/14 days|7380|4|Bipod, Magnification (3), Recoil Compensation (1), Samrtlink II|
5-* Walther WA-2100                3|-|10(m)|SA|14S|4.5|12/7days|6500|4|Smartlink|
4-Sport rifles
5-* Remington 750                  3|3|5(m)|SA|7S|3|3/24hrs|600|1|Magnification (1)|
5-* Remington 950                  3|2|5(m)|SA|9S|4|3/24hrs|1300|1|Magnification (1)|
5-* Ruger 100                      3|2|5(m)|SA|7S|3.75|3/24hrs|1300|1|Magnification (3)|
5-* SIG 883 SP                     3|2|5(30)(c)|SA|9M|4.25|3/36hrs|950|1.5|Magnification (2), Shock Pads|
4-Multi-weapons
5-* Mossberg M-712                 3|3|35(c)/15(c)|(SA/BF/FA)/(SA)|8M/10S|6|12/7days|4000|3|Gas Vent (2, Rifle), Magnification (2), Smartlink|
5-* Steyr AUG-CSL                  3|varies|40(c)|varies|varies|varies|10/4days|4500|3|Laser Sight|
5-* Syrko Panther                  3|1|40(c)/25(c)|(SA/FA)/(SA/BF)|8M/8S|5.25|8/7days|4000|3|Gas Vent (3, Rifle), Gas Vent (2, Shotgun), Smartlink|
3-Light machine guns
4-* Ares MP LMG                    3|-|belt/50(c)|BF/FA|7S|7.5|6/5days|2200|2|Gas Vent (2), Laser Sight, Shock Pads|
4-* Ares HV MP-LMG                 3|-|80(c)|SA/BF/FA|6S|8|20/14days|4500|4|Recoil Compensation (3), Smartlink II|
4-* GE Vindicator Minigun          3|-|belt/50(c)|FA|7S|15|24/14days|2500|2|None|
4-* H&K G-6 Advanced Squad Auto.   3|-|100(c)|FA|7M|7|14/21days|2050|3.5|Caseless, Magnification (2), Smartlink II, Thermographic|
4-* H&K MG4/46                     3|-|belt/100(c)|BF/FA|7S|7|11/8days|2500|4|Laser Sight, Magnification (3), Shock Pads, Thermographic|
4-* Ingram Valiant                 3|-|belt/50(c)|BF/FA|7S|9|6/5days|1500|2|Gas Vent (2), Shock Pads|
4-* IWS Mini-5                     3|-|belt|FA|7S|14|24/14days|13000|2|None|
4-* IWS Mini-5 Smart               3|-|belt|FA|7S|14|24/14days|26000|2|Smartlink|
5-* SIG 883                        3|1|30(50)(c)|SA/FA|9M|6.5|6/48hrs|1000|2.5|Bipod, Gas Vent (3), Laser Sight, Shock Pads|
4-* Syrko Tiger                    3|-|40(c)/belt|SA/FA|7S|8.25|7/7days|3000|2|Caseless, Gas Vent (3), Smartlink|
3-Laser weapons
4-* Ares MP Laser                  3|-|20(Pack)|SA|15M|30|NA|2500000|NA|None|
4-* Ares MP Laser III              3|-|20(Pack)|SA|15M|25|24/21days|120000|3|None|
4-* Infrared Laser                 3|normal|normal|normal|normal|normal|+4/+7 days|double normal|+1|normal|
4-* Laser LAW                      3|2|1(m)|SS|12M|5|24/21days|75000|3|None|
4-* Laser VLAW                     3|4|1(m)|SS|10M|3.5|24/21days|60000|3|None|
4-* Militech Electronics Laser     3|-|(Special)|SA|3M to 15M|25|26/21days|130000|3.25|None|
3-Heavy weapons
4-* 2-Barrel HMG Chaingun          3|-|belt|FA|9S|20|26/21days|6500|2|None|
4-* 7.62cm 10-Barrel               3|-|10(m)|FA|(7.62cm rocket)|30|22/14days|9500|4|None|
4-* 7.62cm Single Barrel           3|-|1(m)|SA|(7.62cm rocket)|2.5|10/10days|1000|1.75|None|
4-* 12.7cm 10-Barrel               3|-|10(m)|FA|(12.7cm rocket)|35|24/14days|12000|4|None|
4-* 12.7cm Single Barrel           3|-|1(m)|SA|(12.7 cm rocket)|3|11/10days|1250|1.75|None|
4-* Ares MP Maser                  3|-|20|SA|10M + Special|25|-|750000|-|None|
4-* Assault Cannon                 3|-|20(c)|SS|18D|20|16/14days|6500|2|None|
4-* Barrett-Arasaka Light 20mm     3|-|10(c)|SS|18D|19|15/14days|6000|2|None|
4-* Colt-Mauser M2X Cannon         3|-|8(c)|SS|18D|23|20/14days|6100|2|Magnification (2), Shock Pads|
4-* FN MAG-5 MMG                   3|-|(belt)50(box)|FA|9S|9.5|18/14days|3200|3|Gas Vent (2), Laser Sight|
4-* Generic MMG                    3|-|40(c)|FA|9S|12|14/14days|2500|2|None|
4-* Generic HMG                    3|-|40(c)|FA|10S|15|18/18days|4000|2|None|
4-* IWS Assault 20                 3|-|20(m)|SA|18D|16|16/14days|7200|2|Gas Vent (4), Shock Pads|
4-* M10A Light Recoilless Rifle    3|-|1(b|SS|(Grenade)|6.5|12/14days|2000|2|None|
4-* M400                           3|-|2x belt|FA|10S|18.5|22/21days|5500|2|Gas Vent (3)|
4-* M400 Smart                     3|-|2x belt|FA|10S|19|24/21days|7500|2.5|Gas Vent (3), Smartlink II|
4-* Militech AM-3                  3|-|5(c)|SS|20D|26|20/14days|8000|3|Gas Vent (2), Magnification (3), Shock Pads, Smartlink|
4-* NR-10 Multi-Barrel HMG         3|-|35(c) or belt|FA|10S|41|28/30days|75000|3|None|
4-* Stoner-Ares M107               3|-|(belt)50(box)|FA|10S|12.5|18/14days|5200|3|Gas Vent (3), Laser Sight|
4-* Panther Assault Cannon         3|-|22(c)|SS|18D|18|16/14days|6500|2|Shock Pads|
4-* Panther Heavy Recoilless Rifle 3|-|1(b)|SS|(Grenade)|10|14/14days|4000|3|None|
4-* Rhinemetall EMG-85 Railgun     3|-|5(m)|SS|25D|35|-|113700|-|Gyro Mount (5), Smartlink II|
4-* Ruhrmetall SF20                3|-|belt/80(c)|BF/FA|10S|14|17/28days|7200|2|Gas Vent (3), Shock Pads|
4-* Whitney-Morgan Caseless MMG    3|-|belt|FA|9S|35|26/30days|25000|4|Caseless|
3-Grenade launchers
4-* Ares Suppressor (Standard)     3|-|12(c)|SA/BF|(Grenade)|7|18/14days|3400|3|None|
4-* Ares Suppressor (Rangefinder)  3|-|12(c)|SA/BF|(Grenade)|7|18/14days|4300|3|Rangefinder|
4-* Ares Suprpessor (Smart)        3|-|12(c)|SA/BF|(Grenade)|7|18/14days|6800|3|Smartlink|
4-* Ares Suppressor (Smart+Range)  3|-|12(c)|SA/BF|(Grenade)|7|18/14days|7700|3|Rangefinder, Smartlink|
4-* ArmTech MGL-12                 3|3|12(c)|SA|(Grenade)|5|6/36hrs|2200|3|None|
4-* ArmTech Mini-6                 3|6|6(c)|SA|(Grenade)|2.5|6/36hrs|1600|3|None|
4-* Generic Under-Barrel           3|(-3)|6(m)|SS|(Grenade)|(+2 kg)|8/4days|1700|3|None|
4-* Grenade Launcher               3|(-2)|1(m)|SS|(Grenade)|1|6/4days|1250|2.75|None|
4-* Hand-Held Grenade Launcher     3|2|5(c)|SS|(Grenade)|2.5|9/5days|2300|3|None|
4-* Militech Mini-Grenade Launcher 3|3(-2)|4(m)|SA|(Grenade)|3.5|10/6days|2550|3|None|
4-* Militech Mini-Grenade Launcher 3|1(-4)|16(c)|SA|(Grenade)|5|24/12days|4750|5|None|
4-* Rockwell AGL-113               3|-|20(c)/belt|FA|(Grenade)|50|24/21days|15000|4|None|
3-Missile/rocket launchers
4-* Arbelast II MAW                3|-|1|SS|15D|2.75|8/48hrs|1200|2|None|
4-* Great Dragon ATGM              3|4|1|SS|20D|2.75|8/48hrs|1200|2|Magnification (2)|
4-* M79B LAW                       3|4/-|1|SS|12D|2.5|6/36hrs|700|2|None|
4-* Militech RPG-A                 3|-|1(m)|SS|(Missile)|4.5|9/14days|4500|2.5|None|
4-* Multi-Launcher                 3|-|4(b)|SS|(Missile)|8|12/14days|8000|2|None|
4-* Ruhrmetall GPRL-Alpha          3|-|4(m)|SS|(Missile)|9.5|13/28days|9000|2|None|
4-* Scorpion 16 Missile Launcher   3|-|1(b)|SS|(Missile)|5|10/14days|6000|2|None|
3-Mortars
4-* M-12 Man-Portable Mortar       3|-|1|SS|(Round)|30|12/14days|3000|2|None|
3-Ballista
4-* Ballista Multi-Role Launcher   3|-|4(m)|SS|(Round)|6.5|18/30days|10500|4|Type I Laser Designator|
!
1-Firearm and weapon accessories
2-General
3-* 22mm Muzzle Adaptor            6|Barrel|-|-|-|6/48hrs|100|3|
3-* Ares MirrorSmarts              6|-|10|-|-|6/60hrs|6500|2|
3-* Bow Accessory Mount            6|-|(-1)|-|.1|2/24hrs|100|.9|
3-* Concealable Holster            6|-|(+2)|-|.1|2/24hrs|100|.75|
3-* Digital Weapon Uplink          6|Top/Under|-1|-|.5|6/6days|500|2|
3-* Electrothermal Ammo Enhancem.  6|-|-|-|.5|10/7days|0|2|
3-* Gun Cam                        6|Top/Under|(-1)|-|.25|3/36hrs|100|1.2|
3-* Gun Camera                     6|Top/Under|(-1)|-|.25|2/24hrs|300|.5|
3-* Individual Biometric Safety    6|-|-|.1|3/36hrs|2250|1.5
3-* Militech Muzzle Adaptor        6|Barrel|-|-|-|4/48hrs|200|.9|
3-* Nine-Eleven Chip               6|Top/Under|(-1)|-|-|call Lone Star|1750|-|
3-* Rangefinder                    6|Under|-|-|.1|2/24hrs|150|.8|
3-* Rangefinder Grenade Link       6|-|-|-|.1|8/48hrs|750|2|
3-* Security Chipping              6|Top/Under|-|10|-|4/72hrs|1250|1|
3-* Spare Clip                     6|-|-|-|.75|2/24hrs|5|.75|
3-* LaserEdge                      6|melee weapons only|-1|-|.25|6/5days|700|2|
3-* Sharpwire Net Under-Barrel     6|Under|(-2)|-|2|5/4days|450|2|
3-* Sighting Band                  6|Top|-|(-1)|.25|4/24hrs|20|1|
3-* Speedholster                   6|-|(+2)|-|.25|4/24hrs|200|1.25|
3-* Speedloader                    6|-|8|-|.5|2/24hrs|10|.75|
2-Silencers/sound suppressors
3-* Improved Silencer              3|Barrel|(-2)|+1|.2|8/72hrs|5000|2|
3-* Improved Sound Suppressor      6|Barrel|(-2)|+1|.5|8/72hrs|7500|2|
3-* Mini Silencer                  6|Barrel|-|(-1)|.1|6/48hrs|2500|1|
3-* Revolver Silencer              6|Barrel|(-3)|-|1|6/60hrs|700|3|
3-* Shhh 7000 Sound Suppressor     6|Barrel|(-3)|+2|1|9/72hrs|11250|2.5|
3-* Silencer                       6|Barrel|(-2)|-|.2|4/48hrs|500|2|
3-* Slimline Silencer              6|Barrel|(-1)|-|.2|6/48hrs|2500|2|
3-* Sound Suppresser               6|Barrel|(-2)|-|.5|6/48hrs|750|2|
3-* Smartscope (No magnification)  6|Top|(-2)|-1/0|1|5/60hrs|3250|1|
3-* Smartscope (Magnification 1)   6|Top|(-2)|-1/1|1|5/60hrs|3500|1|
3-* Smartscope (Magnification 2)   3|Top|(-2)|-1/2|1|5/60hrs|3750|1.1|
3-* Smartscope (Magnification 3)   3|Top|(-2)|-1/3|1|5/60hrs|4250|1.1|
2-Recoil compensation
3-* Bipod                          6|Under|-|-|2|6/12hrs|400|1|
3-* Gas Vent II                    6|Barrel|(-1)|1|.5|2/24hrs|450|.8|
3-* Gas Vent III                   6|Barrel|(-2)|2|.75|2/24hrs|700|1|
3-* Gyro Mount, Deluxe             6|-|(-6)|6|8|4/48hrs|7000|1|
3-* Gyro Mount, Deluxe Improved    6|Under|(-7)|7|7|6/48hrs|7800|1|
3-* Gyro Mount, Improved           6|Under|(-6)|5|5|6/48hrs|3500|1|
3-* Gyro Mount, Standard           6|-|(-5)|5|6|4/48hrs|2500|1|
3-* Improved Gas Vent II           6|Barrel|(-)|2|.25|2/24hrs|550|.9|
3-* Improved Gas Vent III          6|Barrel|(-1)|3|.5|2/24hrs|800|.9|
3-* Improved Gas Vent IV           6|Barrel|(-2)|4|.75|2/24hrs|1000|1|
3-* Shock Pads                     6|-|-|1|.25|2/24hrs|200|.75|
